Title,Source,Question,Question Link,Question Author,Question Date,Answer,Answer Link,Answer Author,Answer Date
특수검진 프로그램이 실비가 되나요?,,"안녕하세요
초등학교 5학년 자녀를 둔 부모입니다.
홈페이지에 보니 특수검진 이란것을 하시던데 혹시 이 검진 프로그램이 실비가 되는건가요?
실비 적용이 된다면 검진 비용은 얼마 인가요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=237&page=12,승윤이 엄마,08-09,"안녕하세요 온누리통증의원 입니다.
초등학교 5학년 학부모님 이시군요 ^^
우선 결론부터 말씀 드리자면 검진프로그램 중에 '동장분석' 장비를 이용하여
환자분들의 동작 / 검음걸이를 보는 장비가 있습니다.
이것으로 '동작분석' 이란 항목으로 실손보험(실비)를 청구 하시면 됩니다.
단, 가입되어 있는 보험상품(실비보험) 약관을 잘 확인 하시여 위 항목에 청구 가능 여부를
가입하신 보험 회사 측으로 사전에 문의 하시면 될것으로 사료 됩니다.
검진 비용은 15만원으로 '동작분석' 항목에 모든 검진 항목이 포함 되어 있음을 알려드립니다.
충분한 답변이 되었기를 바라며
예약 문의 : 051-714-1831
내원전 예약 부탁 드립니다.(신환 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=242&page=12,관리자,08-09
감기약 처방 가능 한가요?,,"혹시 감기약도 처방 가능한가요?
이병원 진료 시간을 보니 늦게 까지 하시는거 같은데..
제가 직장을 다니다 보니 늦게 마치는 경우가 많아서 그러는데
감기약 같은 것두 처방이 가능한가요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=235&page=12,오진미,08-08,"안녕하세요 온누리통증의원 입니다.
네 감기약 처방 가능합니다.
증상에 따른 약들을 처방 가능하며 미리 예약 하심다면 원장님 퇴근 전에 진료 가능 합니다.
병원에 전화하시여 감기약 처방 만을 원한다고 미리 말씀 하시면 원장님 진료 후 처방전 발행이 가능 합니다.
병원 진료 시간은 09:30 부터 19:00 까지 이므로 참고 하시며 되구요
051-714-1831 번호로 문의 주시면 됩니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=236&page=12,관리자,08-08
허리 치료 가능한가요,,"최근들어 허리가 자주 아픈데 치료 가능 할까요?
예전에는 아파도 하루 정도 지나면 괜찮아 졌는데 지금은 자주 통증이 있습니다.
사무실에서 근무 하는 사람인데 허리가 이렇게 아프니 불편해서
치료 비용과 치료 방법을 알고 싶은데 가능할까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=233&page=12,성훈,08-08,"안녕하세요 온누리통증의원 입니다.
허리가 아파서 일을 하시는데 불편함을 느끼신다고...
네 물론 치료는 가능합니다.
우선 치료 방법을 말씀 드리자면 허리 통증의 경우 여러가지 치료 방법을 사용 하고 있습니다.
가장 대표적인 방법이 주사 약물 치료로 가장 통상적으로 사용 되는 방법입니다만...
우선 가장 고려 하여야 하는 사항으로 환자분의 상태 입니다.
환자분의 상태 즉 통증의 발생 원인, 통증의 형태 등 여러가지를 고려 하여 치료를 진행하게 됩니다.
앞서 말씀드린 주사치료 이외 체외충격파 치료 및 도수치료, 물리치료등 다양한 형태로 치료를 하게 됩니다.
경우에 따라서는 고강도 레이져 치료를 병행 하기도 하며 치료 비용은 어떤 치료를 하느냐에 따라 치료 비용이 측정 됩니다.
허리 통증이 발생하는 가장 일반적인 것은 허리 근육 뭉침, 허리 근육의 약화, 허리 디스크 등의 다양한 형태로 인하여 통증이 발생할수 있으므로
병원에 내원하시여 정확한 진단을 받아 보시고 치료를 진행 해 볼것을 권해 드립니다.
예약문의 : 051-714-1831
내원전 필히 예약 부탁 드립니다.(신환 예약 가능 합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=234&page=12,관리자,08-08
얼마전 부터 팔이 저린데 치료 가능한가요?,,"안녕하세요
다름이 아니라 몇일 전부터 어머니가 팔이 저린다고 하시는데 치료 가능한가요
어머니가 팔이 저린다고 하신지는 몇번 들었는데 별일 아니라고 생각 하다가 이것도 치료가 가능한지 궁금해서....
어머니는 혈액 순환이 안되는거 같다라고 하시는데 맞는건지 혈액 순환이 안돼면 팔이 저릴수 있는건가요?
치료가 필요하 한지?  필요하다면 어떻게 치료를 하는지 궁금합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=231&page=12,김정화,08-05,"안녕하세요 온누리통증의원 입니다.
어머님께서 팔이 저린다고 자주 말씀하시는지...
음... 일단 어머님의 팔이 저린 이유는 적어 주신 글 만으로는 정확하게 알수 없습니다만...
통상적으로 팔이 져린다고 병원에 오시는 분들의 경우 혈액 순환 장애로 팔이 져린 경우는 자주 일어나는 것은 아닙니다.
대게 팔이 져린 경우는 목 신경이 누려지는 경우가 대부분인데 통상적으로 목 디스크 라고들 많이 이야기를 합니다.
물론 문의 주신 분의 경우 정확한 상태 확인이 필요하겠으나
만약 목 디스크라고 판단 된다고 해서 무조건 적으로 수술을 하는 것이 아니라 목의 신경을 자극 하고 있는 이유를 찾아 치료 하게 되는데
통상적으로 신경차단술이라고 명명 되는 시술을 시행하게 됩니다.
시술이라고 해서 거창한것은 아니고 목의 신경관에 주사를 맞으시는 것 만으로도 증상을 호전 시킬수 있습니다.
목 디스크가 아닌경우에도 팔이 져릴수 있는데 이 또한 목 디스크 까지는 아니더라도 목 상태가 좋지 않을 경우 팔저림 증상이 나타 날수 있습니다.
우선 목 근육 및 목 주변 근육을 마사지해 보시고 그래도 같은 증상이 계속 반복된다면  내원 하시여 상담 및 검사를 진행해 보시길 권해 드립니다.
충분한 답변이 되었기를 바라며 이만 마치겠습니다.
예약상담 : 051-714-1831
내원전 예약 부탁 드립니다.(신환 예약 가능 합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=232&page=12,관리자,08-05
측만증 센타에서 어떤 치료를 진행 하시는지 궁금합니다.,,"측만증 센타라고 있던데
이곳에서는 어떤 치료를 진행 하는지 궁금 합니다.
측만증이 치료 가능한지도 궁금한데
답변 가능할까요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=228&page=12,박지은,08-05,"안녕하세요 온누리통증의원 입니다.
우선 저희 센타에서는 운동기능 향상 및 환자분들에게 필요한 근육 강화 운동, 도수치료, 여러 의료기기를 통한 치료를 진행하고 있습니다.
필라테스의 일부를 착안하여 운동기능을 향상 시키는 부분도 포함하고 있습니다.
측만증의 치료 여부는 본인의 의지와 평소 생활환경(습관) 수정에 따라 치료 효과가 차이가 나타 납니다.
문의 주신 분이 성인 이라면 측만증 개선 보다는 통증 조절 및 통증 예방 운동을 권해 드리면
성장기 청소년의 경우라면 적극적인 치료를 권해 드립니다.
저희 답변이 도움이 되셨으면 하며 이만 줄이겠습니다.
더 자세한 설명을 듣기 원하신다면 내원 하시길 부탁 드립니다.
예약 전화번호 : 051-714-1831
내원 전 예약 부탁 드립니다.(신환 예약 가능합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=230&page=12,관리자,08-05
특수검진,,특수검짐 검사 실비도 가능한가요?,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=224&page=12,이명철,07-03,"> 
 > 
 > 특수검짐 검사 실비도 가능한가요?
 > 
 >
안녕하세요 온누리마취통증의원 입니다.
문의 하신 특수 검진 이라는 것이 저희 병원에서 시행하고 있는 특수검진 프로그램을 말씀 하시는 거라면
우선 가입 되어있는 보험사에 문의가 필요할듯 합니다.
정확한 상담은 전화 문의 또는 내원 하시면 보다 정확한 내용을 알수 있으실듯 합니다.
상담 전화 : 051-714-1831
내원시 예약 필수 (초진 예약 가능)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=225&page=12,관리자,07-04
Dna주사 맞으러 가려구합니다,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=222&page=12,홍국환,04-17,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=223&page=13,관리자,04-22
특수 검진 프로그램이란게 뭔가요?,,"안녕하세요 홈페이지에 나와 있는 검진프로그램 보고 연락 드렸는데요
어떤 목적? 어떤 검진을 하는지 자세히 모르겠어요
아이가 측만증? 은 아닌듯 한데 생활하는데 간혹 통증을 호소 하기도 하고
여기 저기 아파다고 하기도 하고....
저도 계속 적인 통증은 없는데 간혹 아프다 말고 하는게 있는데 이런경우 검진을 받아 봐야 하는지요?
비용은 얼마 인지도 궁금 합니다.
자세한 설명 부탁 드립니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=220&page=13,이윤미,11-11,"네 안녕하세요 온누리통증의원입니다.
우선 저희 홈페이지를 방문해 주셔서 감사하구요
검진 프로그램이 궁금 하신듯 한데 일단 비용일 말씀드리면
소아 청소년의 경우 15만원 정도 이고요  성인의 경우 20만원 ~ 25만원 정도 입니다.
음~~~ 검진 프로그램을 설명드리자면  우선 정확한 체형(X-ray 등) 검사를 통하여 현재 환바분의 상태을 확인 하고
여러 검사 장비를 통하여 신체 발란스, 운도기능성, 인바디검사, 등을 통화여 화자분의 근골격계 평가를 진행하여
환자분의 상태를 정확히 진단하여 치료 방향 및 치료 방법을 찾아 치료를 하는것을 목적으로 합니다.
계속적인 통증이 아닌 특정 부위의 반복적인 통증은 원인을 찾아 치료를 하지 않을경우 만성통증으로 발전 할수 있으며,
만성통증의 경우 치료 시간 및 비용이 많이 발생 할수 있습니다.
이런 반복적인 통증 또는 원인모를 통증을 치료 하고자 시행하는 것이 저희 병원에서 시행하고 있는 검진 프로그램입니다.
자녀분과 문의주신 본인의 통증 같은 경우 계속적인 같은 부위의 통증이 발생 하는것을 평소 생활 습관 또는 자세에서 오는 통증이
많을것으로 판단 되는바 검진을 통화여 통증의 원인을 찾고 치료하는것을 권해 드립니다.
내원전 예약은 필수 입니다.
검진의 경우 소아청소년/성인 모두 1시간 정도 검진 시간이 소요되며, 예약없이 내원시 검진이 불가 할수 있습니다.
이점 참고하시여 내원전 예약 부탁 드립니다.
예약전화 : 051-714-18361(초진 예약 가능)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=221&page=13,관리자,11-11
측만증 치료 가능 한가요?,,"측만증 치료 가능 한가요?
어떤 사람은 치료가 안된다고 하고 어떤 분은 치료 하면 된다고 하고
잘모르겠어요
치료를 안하면 어떻게 되나요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=33&page=24,선진,11-06,"안녕하세요
우선 측만증 치료는 음....^^
시기가 무엇보다 중요 합니다.
자녀 분이라면 빠른시간안에 치료를 할것을 권해 드립니다.
측만증 치료는 무엇보다 시기가 중요합니다.
치료 시작은 언제 하느냐에 따라 바른 척추를 가질수도 있습니다.
물론 성인 측만증 또한 치료가 가능하나 소아 보다는 많은 노력을 필요로 합니다.
결론 적으로 말씀드리자면 측만증 치료는 가능 합니다.
(물론 본인의 의지와 많은 노력이 필요 합니다.)
저희 병원은 일시적인 측만증 치료를 생각하지 않습니다.
영구적이고 재발이 없는 치료를 지향하고 있습니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=34&page=25,관리자,11-06
등에서 허리까지 통증이 있어요,,"등에서 부터 허리까지 아파서 문의 드립니다.
병원을 여러 번 다녀 보고 옴겨도 봤는데 등에서 허리까지 통증이 반복 적으로 발생 하네요 ㅠ.ㅠ
어떻게 치료를 해야 하는지 이 병원에서는 어떻게 치료를 하는지 알고 싶습니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=216&page=13,시원한 바람,11-03,"안녕하세요 온누리통증의원 입니다.
우선 통증이 나타 나는 부위 설명이 자세 하지 않아 뭐라고 설명 드려야 할지..
음.. 통상적으로 말씀 드리자면 등에서 부터 허리 까지 통증이 반복적으로 발생한다면
그 원인 부터 해결 해야 하지만 치료만을 설명 드리자면...
주사 치료 및 물리치료 만으로 나타나는 통증(증상)은 일시적으로 경감 시켜 드릴수 있을것으로 판단됨니다.
하지만 위에서 설명드린 치료는 일시적 또는 급성기 치료에는 효과를 보실수 있으나 만성적 또는 반복적으로
발생하는 통증은 완치가 힘들것으로 사료 됩니다.
우선 허리와 등 통증이 반복적으로 나타나는 경우 일상 생활에서의 환자분 자세에서 오는 경우가 많을것으로 사료 되며
반복적인 통증을 예방하기 위해서는 자세교정 등의 치료가 필요 할것으로 사료 됩니다.
자세한 설명 및 환자분 본인의 상태를 명확히 알고 싶으시면
저희 병원에 내원 하시여 원장님과 상담을 진행할것을 권해 드립니다.
내원전 예약을 필수 입니다.
초진 예약 가능 하오니 참고 하시기 바라면 아래 연락처로 예약 문의 하시면 됩니다.
연락처 : 051-714-1831
(초진 예약 가능)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=217&page=13,관리자,11-03
아이가 측만증 이라는데 어떻해요,,"저~~ 아이가 측만증이라고 하는데 치료를 꼭 해야 하나요?
특별히 아픈 곳이 있는건 아닌데요
측만증이 있다고 하니 찾아 보다 이렇게 연락 드립니다.
측만증 치료가 필요 하다면 왜 필요하죠?
아이가 아픈 것도 아닌데....
측만증이라고 한 병원에서는 치료를 하라고 하던데
치료를 해야 할지 말아야 할지...",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=214&page=13,소윤 엄마,10-13,"안녕하세요 온누리통증의원 입니다.
우선 자녀 분이 측만증이라는 진단을 받으셨다니 놀라실수도 있겠네요
답변을 드리자면 흠~~~~ 글쎄요
측만증의 경우 성장기에 치료를 진행하시는 것을 권해 드리기는 합니다.
측만증은 치료 시기를 빨리 잡는것이 많은 도움을 줄수 있기 때문에 치료를 하시는것을 권해드리나
지금 현재 통증이 없다고는 하시나 측만증의 경우 시간이 경과 할수록 통증이 나타 나는 경우가 대부분 입니다.
측만증에 의해 나타나는 통증의 경우 허리, 어깨, 목 등의 통증을 대부분 호소하며 성장기 청소년의 경우 학업에도 영향을 미칠수 있습니다.
당장 측만증에 의한 통증은 없으나 차후 통증이 나타날수 있는 가능성이 높으므로 치료 시기를 놓치지 않기를 권해 드립니다.
혹시 저희 병원에서 치료 및 검사를 원하시면 아래 번호로 연락 주셔서 예약 부탁 드립니다.
051-714-1831
내원전 예약 부탁 드립니다.
(초진 예약 가능 합니다.)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=215&page=13,관리자,10-13
통증,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=210&page=13,신채미,07-21,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=211&page=13,관리자,07-23
양발바닥힘줄염과 양측 바깥쪽 발목인대 염증,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=208&page=13,부산북구,06-11,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=209&page=13,관리자,06-14
발바닥 통증,,"한달전부터 족저근막염 증상이 있었습니다
아치와 아치위로 안쪽 복사뼈기준으로 앞쪽라인으로
따끔함과 뭔가 열감이 느껴지고 합니다.
통증이 심해서 걷는게 힘듭니다.
이런경우 어떤 치료를 해야하는지요?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=206&page=14,차영임,05-26,"> 
 > 
 > 한달전부터 족저근막염 증상이 있었습니다
>  아치와 아치위로 안쪽 복사뼈기준으로 앞쪽라인으로
> 따끔함과 뭔가 열감이 느껴지고 합니다.
> 통증이 심해서 걷는게 힘듭니다.
>  이런경우 어떤 치료를 해야하는지요?
 > 
 >
안녕하세요 온누리통증의원입니다.
우선 족저근막염이라는 진단은 병원에 진단 받으신건지....
환자분이 말씀하신 진단명이 맞다는 가정하에 치료 방법을 설명드리자면
저희 병원에서는 초음파로 병변부위를 확인 후 주사치료(DNA 또는 프롤로) 등을 시행 하던지
체외충격파 치료를 하기도 합니다.
어떤 치료를 할지는 원장님께서 치료 부위를 보고 결정합니다.
족저근막염의 경우 우선 딱딱한 바닥의 신발은 피하시고 바닥이 푹신한 운동화를 신으시길 바랍니다.
혹시 병원에 내원할 예정이시라면 예약전화 부탁 드립니다.
예약없이 내원시 많은 대기시간이 소요될수 있습니다.
예약전화 : 051-714-1831 (신환 예약 가능)",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=207&page=14,관리자,05-26
자세교정/체형교정/통증,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=204&page=14,ㅇ,05-11,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=205&page=14,관리자,05-18
체형교정,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=202&page=14,현서,01-26,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=203&page=14,관리자,01-26
햄스트링 통증,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=200&page=14,우흥기,01-17,"신체 어느 부위이든지 근육의 문제는 근육의 직접적인 손상이나 긴장도의 문제인 경우도  있지만 만성적인 문제의 경우는 근육 상호간의 움직임을 결정하는
근막의 문제로 진행되어 있을 경우가 많고 이 경우 근막의 경로와 병행하는 신경과 혈관 문제로 이어진 문제로 복합화되기 때문에 환자분처럼 검사 소견과는
동떨어진 통증과 불편감으로 이어지게 됩니다.
환자분의 전반적인 허리 골반과 하체 무릎등의 단순한 근육량이 아닌 균형과 근신경계의 기능적 부조화가 어떤 상태인지 알지 못하기 때문에 명확한 답은 불가능하지만
대퇴이두근쪽의 이러한 과신장은 골반 전방경사의 증가와 무릎의 내회전을 야기하는 장요근등의 과긴장과 단축으로 인한 보상 작용으로 생기는 경우가 많으면 이러한
불균형의 장기화는 본인 의지와 다른데 대둔근등의 후측 골반 근육과 대퇴이두근을 포함한 햄스트링 근육의 과신장과 이어서 근력 약화를 유발 시킵니다.
런지나 햄스트링 근육 스트레칭 운동 보다는 골반 안정화를 위한 운동이 필요해 보이며 이 또한 현재 상태에 따라 단계와 강도 조절이 잘되어야 할 것으로 보이고 안그래도 과신전된
근육을 신전시키는 형태의 운동이나 스트레칭은 잠시 시원하거나 통증이 줄 수 있지만 증상을 악화시킬 수 있습니다.
무릎 내회전 개선, 허리 골반 안정화와  운동 기능 회복이 환자분 증상의 완치를 위해 가장 중요해 보입니다.
환자분의 정확한 상태를 알 수 없기에 한계가 있음을 말씀드리고 도움이 되셨으면 좋겠습니다. 평상시보다 더한 통증은 냉찜질, 평소 수준의 긴장감은 너무 뜨겁지 않은 온찜질이 도움이 될 겁니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=201&page=14,관리자,01-18
발바닥 및 발가락 감각이 없어요.ㅠ,,"2월달때쯤부터 오래 걷고 발이 시려워서 그런줄 알고 놔뒀는데 지금까지 발바닥 윗쪽 중앙부위랑 발가락 두번째 세번째 엄지안쪽부위에마치 동상걸린것 처럼 감각이 무딥니다.
한의원이가서 2주 동안 침을 맞아도 나아지지 않네요
혹시 병원에 내원하면 치료 가능한지요?
어떤치료(검사) 받아야 하고 비용도 궁금합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=197&page=14,한현성,12-01,"> 
 > 
 > 2월달때쯤부터 오래 걷고 발이 시려워서 그런줄 알고 놔뒀는데 지금까지 발바닥 윗쪽 중앙부위랑 발가락 두번째 세번째 엄지안쪽부위에마치 동상걸린것 처럼 감각이 무딥니다.
> 한의원이가서 2주 동안 침을 맞아도 나아지지 않네요
> 혹시 병원에 내원하면 치료 가능한지요?
> 어떤치료(검사) 받아야 하고 비용도 궁금합니다.
 > 
 >
답변이 늦었습니다.
발가락이나 발을 다친 적이 없는데 그리고 통증이나 열감이 동반되지 않는 상태에서 환자분과 같은 증상을 느끼는 가장 많은 이유는 발등이나 발가락에
존재하는 말초신경에 염증이나 부종 또는 부분적인 손상이 동반된 경우라 생각됩니다. 물론 환자 본인 인지하지 못하는 발의 인대나 관절의 손상에 의한
감각 이상, 혈관의 문제로 인한 감각 저하등으로 발생할 수도 있습니다.
검사는 의사의 이학적 검진의 소견에 따라 단순 방사선 검사, 근골격계 초음파 검사로 확인이 가능할 것으로 판단되며
치료 방법은 원인에 따라 여러 가지를 적용해야 하는 관계로 금액적인 부분이나 치료 방향을 현재의 환자분의 증상 표현만으로 정할 수는 없을 것 같습니다.
하지만 2개월 이상 지속되는 상기의 불편감이라면 이미 만성의 단계인 만큼 정확한 원인을 확인하고 바른 치료에 들어 가는게 좋을 것으로 판단됩니다.
감사합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=198&page=14,관리자,12-07
오른쪽어깨 날개뼈 부근,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=195&page=14,박공주,11-08,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=196&page=14,관리자,11-11
사각근증후군 문의드립니다~,,"사각는증후근 치료방법이 궁금합니다~
그리고 통증주사치료, 운동치료, 고주파, 체외충격파치료등 치료비용도 궁금합니다~",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=193&page=14,도윤,09-18,"안녕하세요 온누리통증의원 입니다.
우선 사각근 증후근을 진단을 받으셨느지요?
환자분들의 상태 나이 성병등을 종합적으로 검토 후 치료 방향을 결정하여 치료를 진행할수 있습니다.
어떤 치료가 환자분의 상태에 가장 적합한지를 판단 하기에는 정보가 너무 부족하지여 정확한 답변을 드리기 어려운점 이해해 주시기 바라며
주사치료의 경우 저희 병원에서는 비스테로이트 치료를 하고 있습니다.
스테로이드를 사용하지 않기 때문에 더더욱 환자분의 현재 상태가 중요한데 아무런 정보가 없어서....
경우에 따라서 주사치료 및 체외충격파 치료를 병행하기도 하고 도수치료를 권해 드리기도 합니다.
어떤 치료가 환자분에게 적합한지를 판단하기 위해서 내원하여 원장님과 상담을 진행해 보시기를 권해드리며
주사치료는 사용하는 약물에 따라 금액이 정해 지므로 정확한 금액을 말씀드리기 어려운점 양해부탁드립니다.
부분도수치료의 경우 부위별 3만원에서 10만원 사이 비용이 발생하며 체외충겨파치료의 경우 또한 부위별 금액이 5만원에서 10만원 사이의 비용이 발생합니다.
고주파치료의 경우 부위별 5천원에서 1만원 사이의 비용이 발생합니다.
충분한 설명이 되었는지요?
우선 정확한 진단과 치료를 위해 내원하시여 원장님을 만나 보시는게 좋을듯 합니다.
감사합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=194&page=14,관리자,09-22
연골 DNA주사,,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=191&page=14,전승연,08-25,Content not found.,http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=192&page=15,관리자,08-25
척추분리증 전방전위증도 도수로치료가능한가요?,,"척주 분리증에 의한 전방전위증이 약간있다고
타병원에서 알게되었는데 지금 한달정도되었습니다 심한통증은 침상안정으로 괜찮아진거같은데 아직 오래안아있거나 장기간 걸으면 통증이있어욤ㅜ
이것두 도수치료로 가능한가요?
그리구 운동치료라는것은 실비가 안되는건가욤?",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=189&page=15,전수경,08-12,"> 
 > 
 > 척주 분리증에 의한 전방전위증이 약간있다고
>  타병원에서 알게되었는데 지금 한달정도되었습니다 심한통증은 침상안정으로 괜찮아진거같은데 아직 오래안아있거나 장기간 걸으면 통증이있어욤ㅜ 
> 이것두 도수치료로 가능한가요?
> 그리구 운동치료라는것은 실비가 안되는건가욤?
 > 
 >
현재 환자분 연령대와 증상 정도가 명확하지 않고 척추분리증과 전방전위증의 정확한 부위도 알 수는 없는 상황이라
﻿
﻿치료 방법과 치료 방향성에 대해 환자분에 적절한 설명을 드리기에 제한점이 있습니다.
일반적으로 만성적인 허리 통증의 급성 악화와 진단상 수술이 요하지 않는 전방전위인 환자의 경우
통증에 대한 치료가 선행되어야 하기에 필요에 따라 신경 치료, 프롤로테라피, 체외나 힐트 레이저등의 물리 치료등으로 치료를 하고
통증이 심하지 않는 경우나 위에 언급한 치료를 통해 통증 양상의 안정화를 보이면 요추 부위의 문제뿐만 아니라 전체 척추에 대한 평가와
상하체 근골격계 전반의 평가를 바탕으로 롤핑(구조적 통합 치료)을 기본으로 한 도수 치료와 도수 치료 과정상의 진단으로 파악된
근골격계의 근력 및 운동 기능 문제에 대한 운동 도수 치료를 시행하게 됩니다.
질환에 의한 허리 통증과 전방전위증 치료에 대한 도수 치료는 실비 처리에 문제가 없습니다.
정확한 현재 상태에 대해서 내원 후 진찰과 치료 과정 설명을 받으시길 바랍니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=190&page=15,관리자,08-13
아이가 측만증이 있다고 하는데 치료 가능한가요?,,"아이가 계속 허리랑 등이 아프다고 해서 병원에가서 사진을 찍어 보니
특별히 이상이 있는곳은 없구 측만증이 있는거 같다고 그것때문에 아플수 있다고 하던데
여러 곳을 알아 보기는 했는데 여기가 특화병원 이라고 해서요
아이가 치료 가능 할런지 치료를 하게 되면 비용이나 치료 시간  방법은 어떻게 되는지 궁금합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=187&page=15,나은,07-17,"안녕하세요 온누리 통증의원 입니다.
우선 자녀분의 나이가 어떻게 되는지 성장기가 끝이 났는지 등의 종합적인 환자분의 상태를 알아야합니다
측만증의 경우 성장기때 치료를 하는것이 가장 효과적입니다.
우선 고려하여야 하는 경우의 수가 많으므로 환자분을 직접 보지 않은 상태에서는 어떻다고
말씀드리기 어려울듯합니다.
저희 병원은 무조건 낫는데 할수 있다가 아닙니다.
측만증의 경우 저희 선생님들의 노력도 물론 필요 하지만 환자분 스스로의 노력 또한 필요하기 때문에
무조건 측만증이 개선 된다고는 말씀 드릴수 없습니다.
하지만 현재 측만증에 의해서 발생되고 있는것으로 판단되는 통증은 치료 가능 할듯합니다.
내원 하셔서 정확한 검사 및 상담을 진행 하시고 치료 여부를 결정 하시기 바랍니다.
비용은 15만원 ~20만원 정도 이며 1회 치료 비용입니다.
치료 방법은 환자분의 상태에 따라서 방법이 결정 되면 물리치료사 선생님과 1:1로 치료를 진행하며
1회 치료 시간은 1시간 정도 입니다.
충분한 답변이 되었으면 좋겠군요
혹시 내원 하실 계획이 있다면 내원전 예약 부탁 드립니다.
예약 없이 내원시 많은 대기시간이 소요될수 있습니다.
051-714-1831
신환 예약 가능 합니다.",http://xn--od1b68l0cz88csgeeoi.com/bbs/board.php?bo_table=online&wr_id=188&page=15,관리자,07-17
